state,county_fips,ballots
NV,32001,7446
NV,32003,574760
NV,32005,21888
NV,32007,11823
NV,32009,287
NV,32011,559
NV,32013,4278
NV,32015,1603
NV,32017,1346
NV,32019,18422
NV,32021,1312
NV,32023,14621
NV,32027,1333
NV,32029,1914
NV,32031,150606
NV,32033,2431
NV,32510,19143
