state,county_fips,ballots
AZ,04001,18001
AZ,04003,54014
AZ,04005,28885
AZ,04007,9158
AZ,04009,7548
AZ,04011,2027
AZ,04012,1789
AZ,04013,2266354
AZ,04015,64597
AZ,04017,15892
AZ,04019,384739
AZ,04021,173262
AZ,04023,18355
AZ,04025,104298
AZ,04027,64100
