year,office,state,county_fips,county_name,party,mode,votes
2020,PRESIDENT,AZ,04001,APACHE,DEMOCRAT,EARLY,16460
2020,PRESIDENT,AZ,04001,APACHE,DEMOCRAT,ELECTION DAY,6539
2020,PRESIDENT,AZ,04001,APACHE,DEMOCRAT,PROVISIONAL,294
2020,PRESIDENT,AZ,04001,APACHE,LIBERTARIAN,EARLY,311
2020,PRESIDENT,AZ,04001,APACHE,LIBERTARIAN,ELECTION DAY,122
2020,PRESIDENT,AZ,04001,APACHE,LIBERTARIAN,PROVISIONAL,4
2020,PRESIDENT,AZ,04001,APACHE,REPUBLICAN,EARLY,7262
2020,PRESIDENT,AZ,04001,APACHE,REPUBLICAN,ELECTION DAY,4053
2020,PRESIDENT,AZ,04001,APACHE,REPUBLICAN,PROVISIONAL,127
2020,PRESIDENT,AZ,04003,COCHISE,DEMOCRAT,EARLY,21563
2020,PRESIDENT,AZ,04003,COCHISE,DEMOCRAT,ELECTION DAY,1495
2020,PRESIDENT,AZ,04003,COCHISE,DEMOCRAT,PROVISIONAL,674
2020,PRESIDENT,AZ,04003,COCHISE,LIBERTARIAN,EARLY,931
2020,PRESIDENT,AZ,04003,COCHISE,LIBERTARIAN,ELECTION DAY,166
2020,PRESIDENT,AZ,04003,COCHISE,LIBERTARIAN,PROVISIONAL,56
2020,PRESIDENT,AZ,04003,COCHISE,REPUBLICAN,EARLY,25934
2020,PRESIDENT,AZ,04003,COCHISE,REPUBLICAN,ELECTION DAY,7714
2020,PRESIDENT,AZ,04003,COCHISE,REPUBLICAN,PROVISIONAL,1909
2020,PRESIDENT,AZ,04005,COCONINO,DEMOCRAT,EARLY,39430
2020,PRESIDENT,AZ,04005,COCONINO,DEMOCRAT,ELECTION DAY,4963
2020,PRESIDENT,AZ,04005,COCONINO,DEMOCRAT,PROVISIONAL,305
2020,PRESIDENT,AZ,04005,COCONINO,LIBERTARIAN,EARLY,1133
2020,PRESIDENT,AZ,04005,COCONINO,LIBERTARIAN,ELECTION DAY,368
2020,PRESIDENT,AZ,04005,COCONINO,LIBERTARIAN,PROVISIONAL,21
2020,PRESIDENT,AZ,04005,COCONINO,REPUBLICAN,EARLY,20311
2020,PRESIDENT,AZ,04005,COCONINO,REPUBLICAN,ELECTION DAY,6446
2020,PRESIDENT,AZ,04005,COCONINO,REPUBLICAN,PROVISIONAL,295
2020,PRESIDENT,AZ,04007,GILA,DEMOCRAT,EARLY,7481
2020,PRESIDENT,AZ,04007,GILA,DEMOCRAT,ELECTION DAY,1400
2020,PRESIDENT,AZ,04007,GILA,DEMOCRAT,PROVISIONAL,62
2020,PRESIDENT,AZ,04007,GILA,LIBERTARIAN,EARLY,279
2020,PRESIDENT,AZ,04007,GILA,LIBERTARIAN,ELECTION DAY,62
2020,PRESIDENT,AZ,04007,GILA,LIBERTARIAN,PROVISIONAL,1
2020,PRESIDENT,AZ,04007,GILA,REPUBLICAN,EARLY,15005
2020,PRESIDENT,AZ,04007,GILA,REPUBLICAN,ELECTION DAY,3260
2020,PRESIDENT,AZ,04007,GILA,REPUBLICAN,PROVISIONAL,112
2020,PRESIDENT,AZ,04009,GRAHAM,DEMOCRAT,EARLY,2944
2020,PRESIDENT,AZ,04009,GRAHAM,DEMOCRAT,ELECTION DAY,1055
2020,PRESIDENT,AZ,04009,GRAHAM,DEMOCRAT,PROVISIONAL,35
2020,PRESIDENT,AZ,04009,GRAHAM,LIBERTARIAN,EARLY,145
2020,PRESIDENT,AZ,04009,GRAHAM,LIBERTARIAN,ELECTION DAY,63
2020,PRESIDENT,AZ,04009,GRAHAM,LIBERTARIAN,PROVISIONAL,4
2020,PRESIDENT,AZ,04009,GRAHAM,REPUBLICAN,EARLY,7289
2020,PRESIDENT,AZ,04009,GRAHAM,REPUBLICAN,ELECTION DAY,3314
2020,PRESIDENT,AZ,04009,GRAHAM,REPUBLICAN,PROVISIONAL,146
2020,PRESIDENT,AZ,04011,GREENLEE,DEMOCRAT,EARLY,996
2020,PRESIDENT,AZ,04011,GREENLEE,DEMOCRAT,ELECTION DAY,184
2020,PRESIDENT,AZ,04011,GREENLEE,DEMOCRAT,PROVISIONAL,2
2020,PRESIDENT,AZ,04011,GREENLEE,LIBERTARIAN,EARLY,51
2020,PRESIDENT,AZ,04011,GREENLEE,LIBERTARIAN,ELECTION DAY,16
2020,PRESIDENT,AZ,04011,GREENLEE,LIBERTARIAN,PROVISIONAL,3
2020,PRESIDENT,AZ,04011,GREENLEE,REPUBLICAN,EARLY,1571
2020,PRESIDENT,AZ,04011,GREENLEE,REPUBLICAN,ELECTION DAY,840
2020,PRESIDENT,AZ,04011,GREENLEE,REPUBLICAN,PROVISIONAL,22
2020,PRESIDENT,AZ,04012,LA PAZ,DEMOCRAT,EARLY,1508
2020,PRESIDENT,AZ,04012,LA PAZ,DEMOCRAT,ELECTION DAY,542
2020,PRESIDENT,AZ,04012,LA PAZ,DEMOCRAT,PROVISIONAL,186
2020,PRESIDENT,AZ,04012,LA PAZ,LIBERTARIAN,EARLY,51
2020,PRESIDENT,AZ,04012,LA PAZ,LIBERTARIAN,ELECTION DAY,28
2020,PRESIDENT,AZ,04012,LA PAZ,LIBERTARIAN,PROVISIONAL,14
2020,PRESIDENT,AZ,04012,LA PAZ,REPUBLICAN,EARLY,2936
2020,PRESIDENT,AZ,04012,LA PAZ,REPUBLICAN,ELECTION DAY,1606
2020,PRESIDENT,AZ,04012,LA PAZ,REPUBLICAN,PROVISIONAL,587
2020,PRESIDENT,AZ,04013,MARICOPA,DEMOCRAT,EARLY,978457
2020,PRESIDENT,AZ,04013,MARICOPA,DEMOCRAT,ELECTION DAY,59513
2020,PRESIDENT,AZ,04013,MARICOPA,DEMOCRAT,PROVISIONAL,2804
2020,PRESIDENT,AZ,04013,MARICOPA,LIBERTARIAN,EARLY,27885
2020,PRESIDENT,AZ,04013,MARICOPA,LIBERTARIAN,ELECTION DAY,3716
2020,PRESIDENT,AZ,04013,MARICOPA,LIBERTARIAN,PROVISIONAL,104
2020,PRESIDENT,AZ,04013,MARICOPA,REPUBLICAN,EARLY,889400
2020,PRESIDENT,AZ,04013,MARICOPA,REPUBLICAN,ELECTION DAY,103086
2020,PRESIDENT,AZ,04013,MARICOPA,REPUBLICAN,PROVISIONAL,3179
2020,PRESIDENT,AZ,04015,MOHAVE,DEMOCRAT,EARLY,21783
2020,PRESIDENT,AZ,04015,MOHAVE,DEMOCRAT,ELECTION DAY,2943
2020,PRESIDENT,AZ,04015,MOHAVE,DEMOCRAT,PROVISIONAL,105
2020,PRESIDENT,AZ,04015,MOHAVE,LIBERTARIAN,EARLY,925
2020,PRESIDENT,AZ,04015,MOHAVE,LIBERTARIAN,ELECTION DAY,358
2020,PRESIDENT,AZ,04015,MOHAVE,LIBERTARIAN,PROVISIONAL,19
2020,PRESIDENT,AZ,04015,MOHAVE,REPUBLICAN,EARLY,56914
2020,PRESIDENT,AZ,04015,MOHAVE,REPUBLICAN,ELECTION DAY,20938
2020,PRESIDENT,AZ,04015,MOHAVE,REPUBLICAN,PROVISIONAL,683
2020,PRESIDENT,AZ,04017,NAVAJO,DEMOCRAT,EARLY,16867
2020,PRESIDENT,AZ,04017,NAVAJO,DEMOCRAT,ELECTION DAY,6425
2020,PRESIDENT,AZ,04017,NAVAJO,DEMOCRAT,PROVISIONAL,91
2020,PRESIDENT,AZ,04017,NAVAJO,LIBERTARIAN,EARLY,509
2020,PRESIDENT,AZ,04017,NAVAJO,LIBERTARIAN,ELECTION DAY,213
2020,PRESIDENT,AZ,04017,NAVAJO,LIBERTARIAN,PROVISIONAL,5
2020,PRESIDENT,AZ,04017,NAVAJO,REPUBLICAN,EARLY,18787
2020,PRESIDENT,AZ,04017,NAVAJO,REPUBLICAN,ELECTION DAY,8722
2020,PRESIDENT,AZ,04017,NAVAJO,REPUBLICAN,PROVISIONAL,148
2020,PRESIDENT,AZ,04019,PIMA,DEMOCRAT,EARLY,282457
2020,PRESIDENT,AZ,04019,PIMA,DEMOCRAT,ELECTION DAY,15246
2020,PRESIDENT,AZ,04019,PIMA,DEMOCRAT,PROVISIONAL,7278
2020,PRESIDENT,AZ,04019,PIMA,LIBERTARIAN,EARLY,6477
2020,PRESIDENT,AZ,04019,PIMA,LIBERTARIAN,ELECTION DAY,828
2020,PRESIDENT,AZ,04019,PIMA,LIBERTARIAN,PROVISIONAL,353
2020,PRESIDENT,AZ,04019,PIMA,REPUBLICAN,EARLY,165747
2020,PRESIDENT,AZ,04019,PIMA,REPUBLICAN,ELECTION DAY,33667
2020,PRESIDENT,AZ,04019,PIMA,REPUBLICAN,PROVISIONAL,8344
2020,PRESIDENT,AZ,04021,PINAL,DEMOCRAT,EARLY,65042
2020,PRESIDENT,AZ,04021,PINAL,DEMOCRAT,ELECTION DAY,9812
2020,PRESIDENT,AZ,04021,PINAL,DEMOCRAT,PROVISIONAL,252
2020,PRESIDENT,AZ,04021,PINAL,LIBERTARIAN,EARLY,2192
2020,PRESIDENT,AZ,04021,PINAL,LIBERTARIAN,ELECTION DAY,588
2020,PRESIDENT,AZ,04021,PINAL,LIBERTARIAN,PROVISIONAL,11
2020,PRESIDENT,AZ,04021,PINAL,REPUBLICAN,EARLY,80293
2020,PRESIDENT,AZ,04021,PINAL,REPUBLICAN,ELECTION DAY,26277
2020,PRESIDENT,AZ,04021,PINAL,REPUBLICAN,PROVISIONAL,507
2020,PRESIDENT,AZ,04023,SANTA CRUZ,DEMOCRAT,EARLY,10859
2020,PRESIDENT,AZ,04023,SANTA CRUZ,DEMOCRAT,ELECTION DAY,2205
2020,PRESIDENT,AZ,04023,SANTA CRUZ,DEMOCRAT,PROVISIONAL,74
2020,PRESIDENT,AZ,04023,SANTA CRUZ,LIBERTARIAN,EARLY,180
2020,PRESIDENT,AZ,04023,SANTA CRUZ,LIBERTARIAN,ELECTION DAY,43
2020,PRESIDENT,AZ,04023,SANTA CRUZ,LIBERTARIAN,PROVISIONAL,1
2020,PRESIDENT,AZ,04023,SANTA CRUZ,REPUBLICAN,EARLY,4279
2020,PRESIDENT,AZ,04023,SANTA CRUZ,REPUBLICAN,ELECTION DAY,1879
2020,PRESIDENT,AZ,04023,SANTA CRUZ,REPUBLICAN,PROVISIONAL,36
2020,PRESIDENT,AZ,04025,YAVAPAI,DEMOCRAT,EARLY,46865
2020,PRESIDENT,AZ,04025,YAVAPAI,DEMOCRAT,ELECTION DAY,2665
2020,PRESIDENT,AZ,04025,YAVAPAI,DEMOCRAT,PROVISIONAL,72
2020,PRESIDENT,AZ,04025,YAVAPAI,LIBERTARIAN,EARLY,1762
2020,PRESIDENT,AZ,04025,YAVAPAI,LIBERTARIAN,ELECTION DAY,324
2020,PRESIDENT,AZ,04025,YAVAPAI,LIBERTARIAN,PROVISIONAL,6
2020,PRESIDENT,AZ,04025,YAVAPAI,REPUBLICAN,EARLY,76416
2020,PRESIDENT,AZ,04025,YAVAPAI,REPUBLICAN,ELECTION DAY,14845
2020,PRESIDENT,AZ,04025,YAVAPAI,REPUBLICAN,PROVISIONAL,266
2020,PRESIDENT,AZ,04027,YUMA,DEMOCRAT,EARLY,28134
2020,PRESIDENT,AZ,04027,YUMA,DEMOCRAT,ELECTION DAY,3570
2020,PRESIDENT,AZ,04027,YUMA,DEMOCRAT,PROVISIONAL,506
2020,PRESIDENT,AZ,04027,YUMA,LIBERTARIAN,EARLY,915
2020,PRESIDENT,AZ,04027,YUMA,LIBERTARIAN,ELECTION DAY,189
2020,PRESIDENT,AZ,04027,YUMA,LIBERTARIAN,PROVISIONAL,33
2020,PRESIDENT,AZ,04027,YUMA,REPUBLICAN,EARLY,30226
2020,PRESIDENT,AZ,04027,YUMA,REPUBLICAN,ELECTION DAY,5651
2020,PRESIDENT,AZ,04027,YUMA,REPUBLICAN,PROVISIONAL,657
2020,PRESIDENT,GA,13001,APPLING,DEMOCRAT,ABSENTEE,587
2020,PRESIDENT,GA,13001,APPLING,DEMOCRAT,ADVANCED VOTING,855
2020,PRESIDENT,GA,13001,APPLING,DEMOCRAT,ELECTION DAY,334
2020,PRESIDENT,GA,13001,APPLING,DEMOCRAT,PROVISIONAL,3
2020,PRESIDENT,GA,13001,APPLING,LIBERTARIAN,ABSENTEE,5
2020,PRESIDENT,GA,13001,APPLING,LIBERTARIAN,ADVANCED VOTING,26
2020,PRESIDENT,GA,13001,APPLING,LIBERTARIAN,ELECTION DAY,5
2020,PRESIDENT,GA,13001,APPLING,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13001,APPLING,REPUBLICAN,ABSENTEE,890
2020,PRESIDENT,GA,13001,APPLING,REPUBLICAN,ADVANCED VOTING,3874
2020,PRESIDENT,GA,13001,APPLING,REPUBLICAN,ELECTION DAY,1753
2020,PRESIDENT,GA,13001,APPLING,REPUBLICAN,PROVISIONAL,9
2020,PRESIDENT,GA,13003,ATKINSON,DEMOCRAT,ABSENTEE,130
2020,PRESIDENT,GA,13003,ATKINSON,DEMOCRAT,ADVANCED VOTING,445
2020,PRESIDENT,GA,13003,ATKINSON,DEMOCRAT,ELECTION DAY,250
2020,PRESIDENT,GA,13003,ATKINSON,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13003,ATKINSON,LIBERTARIAN,ABSENTEE,3
2020,PRESIDENT,GA,13003,ATKINSON,LIBERTARIAN,ADVANCED VOTING,13
2020,PRESIDENT,GA,13003,ATKINSON,LIBERTARIAN,ELECTION DAY,14
2020,PRESIDENT,GA,13003,ATKINSON,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13003,ATKINSON,REPUBLICAN,ABSENTEE,164
2020,PRESIDENT,GA,13003,ATKINSON,REPUBLICAN,ADVANCED VOTING,1419
2020,PRESIDENT,GA,13003,ATKINSON,REPUBLICAN,ELECTION DAY,716
2020,PRESIDENT,GA,13003,ATKINSON,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13005,BACON,DEMOCRAT,ABSENTEE,196
2020,PRESIDENT,GA,13005,BACON,DEMOCRAT,ADVANCED VOTING,288
2020,PRESIDENT,GA,13005,BACON,DEMOCRAT,ELECTION DAY,140
2020,PRESIDENT,GA,13005,BACON,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13005,BACON,LIBERTARIAN,ABSENTEE,4
2020,PRESIDENT,GA,13005,BACON,LIBERTARIAN,ADVANCED VOTING,13
2020,PRESIDENT,GA,13005,BACON,LIBERTARIAN,ELECTION DAY,8
2020,PRESIDENT,GA,13005,BACON,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13005,BACON,REPUBLICAN,ABSENTEE,487
2020,PRESIDENT,GA,13005,BACON,REPUBLICAN,ADVANCED VOTING,3099
2020,PRESIDENT,GA,13005,BACON,REPUBLICAN,ELECTION DAY,431
2020,PRESIDENT,GA,13005,BACON,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13007,BAKER,DEMOCRAT,ABSENTEE,234
2020,PRESIDENT,GA,13007,BAKER,DEMOCRAT,ADVANCED VOTING,269
2020,PRESIDENT,GA,13007,BAKER,DEMOCRAT,ELECTION DAY,149
2020,PRESIDENT,GA,13007,BAKER,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13007,BAKER,LIBERTARIAN,ABSENTEE,2
2020,PRESIDENT,GA,13007,BAKER,LIBERTARIAN,ADVANCED VOTING,2
2020,PRESIDENT,GA,13007,BAKER,LIBERTARIAN,ELECTION DAY,2
2020,PRESIDENT,GA,13007,BAKER,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13007,BAKER,REPUBLICAN,ABSENTEE,138
2020,PRESIDENT,GA,13007,BAKER,REPUBLICAN,ADVANCED VOTING,466
2020,PRESIDENT,GA,13007,BAKER,REPUBLICAN,ELECTION DAY,291
2020,PRESIDENT,GA,13007,BAKER,REPUBLICAN,PROVISIONAL,2
2020,PRESIDENT,GA,13009,BALDWIN,DEMOCRAT,ABSENTEE,3000
2020,PRESIDENT,GA,13009,BALDWIN,DEMOCRAT,ADVANCED VOTING,4612
2020,PRESIDENT,GA,13009,BALDWIN,DEMOCRAT,ELECTION DAY,1527
2020,PRESIDENT,GA,13009,BALDWIN,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13009,BALDWIN,LIBERTARIAN,ABSENTEE,38
2020,PRESIDENT,GA,13009,BALDWIN,LIBERTARIAN,ADVANCED VOTING,107
2020,PRESIDENT,GA,13009,BALDWIN,LIBERTARIAN,ELECTION DAY,63
2020,PRESIDENT,GA,13009,BALDWIN,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13009,BALDWIN,REPUBLICAN,ABSENTEE,1290
2020,PRESIDENT,GA,13009,BALDWIN,REPUBLICAN,ADVANCED VOTING,5736
2020,PRESIDENT,GA,13009,BALDWIN,REPUBLICAN,ELECTION DAY,1873
2020,PRESIDENT,GA,13009,BALDWIN,REPUBLICAN,PROVISIONAL,4
2020,PRESIDENT,GA,13011,BANKS,DEMOCRAT,ABSENTEE,344
2020,PRESIDENT,GA,13011,BANKS,DEMOCRAT,ADVANCED VOTING,435
2020,PRESIDENT,GA,13011,BANKS,DEMOCRAT,ELECTION DAY,150
2020,PRESIDENT,GA,13011,BANKS,DEMOCRAT,PROVISIONAL,3
2020,PRESIDENT,GA,13011,BANKS,LIBERTARIAN,ABSENTEE,9
2020,PRESIDENT,GA,13011,BANKS,LIBERTARIAN,ADVANCED VOTING,45
2020,PRESIDENT,GA,13011,BANKS,LIBERTARIAN,ELECTION DAY,20
2020,PRESIDENT,GA,13011,BANKS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13011,BANKS,REPUBLICAN,ABSENTEE,1025
2020,PRESIDENT,GA,13011,BANKS,REPUBLICAN,ADVANCED VOTING,5116
2020,PRESIDENT,GA,13011,BANKS,REPUBLICAN,ELECTION DAY,1644
2020,PRESIDENT,GA,13011,BANKS,REPUBLICAN,PROVISIONAL,10
2020,PRESIDENT,GA,13013,BARROW,DEMOCRAT,ABSENTEE,3583
2020,PRESIDENT,GA,13013,BARROW,DEMOCRAT,ADVANCED VOTING,5150
2020,PRESIDENT,GA,13013,BARROW,DEMOCRAT,ELECTION DAY,1717
2020,PRESIDENT,GA,13013,BARROW,DEMOCRAT,PROVISIONAL,3
2020,PRESIDENT,GA,13013,BARROW,LIBERTARIAN,ABSENTEE,131
2020,PRESIDENT,GA,13013,BARROW,LIBERTARIAN,ADVANCED VOTING,307
2020,PRESIDENT,GA,13013,BARROW,LIBERTARIAN,ELECTION DAY,226
2020,PRESIDENT,GA,13013,BARROW,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13013,BARROW,REPUBLICAN,ABSENTEE,4134
2020,PRESIDENT,GA,13013,BARROW,REPUBLICAN,ADVANCED VOTING,16782
2020,PRESIDENT,GA,13013,BARROW,REPUBLICAN,ELECTION DAY,5885
2020,PRESIDENT,GA,13013,BARROW,REPUBLICAN,PROVISIONAL,3
2020,PRESIDENT,GA,13015,BARTOW,DEMOCRAT,ABSENTEE,4486
2020,PRESIDENT,GA,13015,BARTOW,DEMOCRAT,ADVANCED VOTING,5423
2020,PRESIDENT,GA,13015,BARTOW,DEMOCRAT,ELECTION DAY,2175
2020,PRESIDENT,GA,13015,BARTOW,DEMOCRAT,PROVISIONAL,8
2020,PRESIDENT,GA,13015,BARTOW,LIBERTARIAN,ABSENTEE,148
2020,PRESIDENT,GA,13015,BARTOW,LIBERTARIAN,ADVANCED VOTING,275
2020,PRESIDENT,GA,13015,BARTOW,LIBERTARIAN,ELECTION DAY,276
2020,PRESIDENT,GA,13015,BARTOW,LIBERTARIAN,PROVISIONAL,2
2020,PRESIDENT,GA,13015,BARTOW,REPUBLICAN,ABSENTEE,5976
2020,PRESIDENT,GA,13015,BARTOW,REPUBLICAN,ADVANCED VOTING,21499
2020,PRESIDENT,GA,13015,BARTOW,REPUBLICAN,ELECTION DAY,10179
2020,PRESIDENT,GA,13015,BARTOW,REPUBLICAN,PROVISIONAL,20
2020,PRESIDENT,GA,13017,BEN HILL,DEMOCRAT,ABSENTEE,714
2020,PRESIDENT,GA,13017,BEN HILL,DEMOCRAT,ADVANCED VOTING,1342
2020,PRESIDENT,GA,13017,BEN HILL,DEMOCRAT,ELECTION DAY,336
2020,PRESIDENT,GA,13017,BEN HILL,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13017,BEN HILL,LIBERTARIAN,ABSENTEE,8
2020,PRESIDENT,GA,13017,BEN HILL,LIBERTARIAN,ADVANCED VOTING,32
2020,PRESIDENT,GA,13017,BEN HILL,LIBERTARIAN,ELECTION DAY,18
2020,PRESIDENT,GA,13017,BEN HILL,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13017,BEN HILL,REPUBLICAN,ABSENTEE,528
2020,PRESIDENT,GA,13017,BEN HILL,REPUBLICAN,ADVANCED VOTING,3140
2020,PRESIDENT,GA,13017,BEN HILL,REPUBLICAN,ELECTION DAY,441
2020,PRESIDENT,GA,13017,BEN HILL,REPUBLICAN,PROVISIONAL,1
2020,PRESIDENT,GA,13019,BERRIEN,DEMOCRAT,ABSENTEE,367
2020,PRESIDENT,GA,13019,BERRIEN,DEMOCRAT,ADVANCED VOTING,568
2020,PRESIDENT,GA,13019,BERRIEN,DEMOCRAT,ELECTION DAY,333
2020,PRESIDENT,GA,13019,BERRIEN,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13019,BERRIEN,LIBERTARIAN,ABSENTEE,9
2020,PRESIDENT,GA,13019,BERRIEN,LIBERTARIAN,ADVANCED VOTING,25
2020,PRESIDENT,GA,13019,BERRIEN,LIBERTARIAN,ELECTION DAY,21
2020,PRESIDENT,GA,13019,BERRIEN,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13019,BERRIEN,REPUBLICAN,ABSENTEE,749
2020,PRESIDENT,GA,13019,BERRIEN,REPUBLICAN,ADVANCED VOTING,3825
2020,PRESIDENT,GA,13019,BERRIEN,REPUBLICAN,ELECTION DAY,1835
2020,PRESIDENT,GA,13019,BERRIEN,REPUBLICAN,PROVISIONAL,10
2020,PRESIDENT,GA,13021,BIBB,DEMOCRAT,ABSENTEE,14264
2020,PRESIDENT,GA,13021,BIBB,DEMOCRAT,ADVANCED VOTING,20384
2020,PRESIDENT,GA,13021,BIBB,DEMOCRAT,ELECTION DAY,8704
2020,PRESIDENT,GA,13021,BIBB,DEMOCRAT,PROVISIONAL,116
2020,PRESIDENT,GA,13021,BIBB,LIBERTARIAN,ABSENTEE,174
2020,PRESIDENT,GA,13021,BIBB,LIBERTARIAN,ADVANCED VOTING,273
2020,PRESIDENT,GA,13021,BIBB,LIBERTARIAN,ELECTION DAY,299
2020,PRESIDENT,GA,13021,BIBB,LIBERTARIAN,PROVISIONAL,3
2020,PRESIDENT,GA,13021,BIBB,REPUBLICAN,ABSENTEE,5375
2020,PRESIDENT,GA,13021,BIBB,REPUBLICAN,ADVANCED VOTING,13234
2020,PRESIDENT,GA,13021,BIBB,REPUBLICAN,ELECTION DAY,7922
2020,PRESIDENT,GA,13021,BIBB,REPUBLICAN,PROVISIONAL,54
2020,PRESIDENT,GA,13023,BLECKLEY,DEMOCRAT,ABSENTEE,428
2020,PRESIDENT,GA,13023,BLECKLEY,DEMOCRAT,ADVANCED VOTING,588
2020,PRESIDENT,GA,13023,BLECKLEY,DEMOCRAT,ELECTION DAY,295
2020,PRESIDENT,GA,13023,BLECKLEY,DEMOCRAT,PROVISIONAL,0
2020,PRESIDENT,GA,13023,BLECKLEY,LIBERTARIAN,ABSENTEE,10
2020,PRESIDENT,GA,13023,BLECKLEY,LIBERTARIAN,ADVANCED VOTING,37
2020,PRESIDENT,GA,13023,BLECKLEY,LIBERTARIAN,ELECTION DAY,20
2020,PRESIDENT,GA,13023,BLECKLEY,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13023,BLECKLEY,REPUBLICAN,ABSENTEE,614
2020,PRESIDENT,GA,13023,BLECKLEY,REPUBLICAN,ADVANCED VOTING,2770
2020,PRESIDENT,GA,13023,BLECKLEY,REPUBLICAN,ELECTION DAY,942
2020,PRESIDENT,GA,13023,BLECKLEY,REPUBLICAN,PROVISIONAL,2
2020,PRESIDENT,GA,13025,BRANTLEY,DEMOCRAT,ABSENTEE,204
2020,PRESIDENT,GA,13025,BRANTLEY,DEMOCRAT,ADVANCED VOTING,349
2020,PRESIDENT,GA,13025,BRANTLEY,DEMOCRAT,ELECTION DAY,145
2020,PRESIDENT,GA,13025,BRANTLEY,DEMOCRAT,PROVISIONAL,1
2020,PRESIDENT,GA,13025,BRANTLEY,LIBERTARIAN,ABSENTEE,11
2020,PRESIDENT,GA,13025,BRANTLEY,LIBERTARIAN,ADVANCED VOTING,21
2020,PRESIDENT,GA,13025,BRANTLEY,LIBERTARIAN,ELECTION DAY,24
2020,PRESIDENT,GA,13025,BRANTLEY,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13025,BRANTLEY,REPUBLICAN,ABSENTEE,685
2020,PRESIDENT,GA,13025,BRANTLEY,REPUBLICAN,ADVANCED VOTING,4307
2020,PRESIDENT,GA,13025,BRANTLEY,REPUBLICAN,ELECTION DAY,1992
2020,PRESIDENT,GA,13025,BRANTLEY,REPUBLICAN,PROVISIONAL,7
2020,PRESIDENT,GA,13027,BROOKS,DEMOCRAT,ABSENTEE,1115
2020,PRESIDENT,GA,13027,BROOKS,DEMOCRAT,ADVANCED VOTING,1149
2020,PRESIDENT,GA,13027,BROOKS,DEMOCRAT,ELECTION DAY,522
2020,PRESIDENT,GA,13027,BROOKS,DEMOCRAT,PROVISIONAL,4
2020,PRESIDENT,GA,13027,BROOKS,LIBERTARIAN,ABSENTEE,9
2020,PRESIDENT,GA,13027,BROOKS,LIBERTARIAN,ADVANCED VOTING,25
2020,PRESIDENT,GA,13027,BROOKS,LIBERTARIAN,ELECTION DAY,16
2020,PRESIDENT,GA,13027,BROOKS,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13027,BROOKS,REPUBLICAN,ABSENTEE,519
2020,PRESIDENT,GA,13027,BROOKS,REPUBLICAN,ADVANCED VOTING,2312
2020,PRESIDENT,GA,13027,BROOKS,REPUBLICAN,ELECTION DAY,1423
2020,PRESIDENT,GA,13027,BROOKS,REPUBLICAN,PROVISIONAL,6
2020,PRESIDENT,GA,13029,BRYAN,DEMOCRAT,ABSENTEE,2105
2020,PRESIDENT,GA,13029,BRYAN,DEMOCRAT,ADVANCED VOTING,3794
2020,PRESIDENT,GA,13029,BRYAN,DEMOCRAT,ELECTION DAY,838
2020,PRESIDENT,GA,13029,BRYAN,DEMOCRAT,PROVISIONAL,2
2020,PRESIDENT,GA,13029,BRYAN,LIBERTARIAN,ABSENTEE,72
2020,PRESIDENT,GA,13029,BRYAN,LIBERTARIAN,ADVANCED VOTING,177
2020,PRESIDENT,GA,13029,BRYAN,LIBERTARIAN,ELECTION DAY,108
2020,PRESIDENT,GA,13029,BRYAN,LIBERTARIAN,PROVISIONAL,0
2020,PRESIDENT,GA,13029,BRYAN,REPUBLICAN,ABSENTEE,1588
2020,PRESIDENT,GA,13029,BRYAN,REPUBLICAN,ADVANCED VOTING,10072
2020,PRESIDENT,GA,13029,BRYAN,REPUBLICAN,ELECTION DAY,2579
2020,PRESIDENT,GA,13029,BRYAN,REPUBLICAN,PROVISIONAL,5
2020,PRESIDENT,GA,13031,BULLOCH,DEMOCRAT,ABSENTEE,3530
2020,PRESIDENT,GA,13031,BULLOCH,DEMOCRAT,ADVANCED VOTING,5263
2020,PRESIDENT,GA,13031,BULLOCH,DEMOCRAT,ELECTION DAY,2415
